,text,intent_ovr
24896,a retail clerk,review
24940,the most edgy piece,review
29939,time-switching myopic mystery,review
3107,rely on the strength of their own cleverness,review
78537,-LRB- if not entirely wholesome -RRB-,review
72518,never gaining much momentum,review
13208,", it 's pretty enjoyable",review
78804,to lift -LRB- this -RRB- thrill-kill cat-and-mouser ... above its paint-by-numbers plot,review
27861,for movie theaters,review
65932,is n't as compelling or as believable as it should be .,review
26158,a fairly trite narrative,review
77576,never feels derivative,review
82201,bring you into the characters,review
72068,to its target audience,review
18961,"has too many spots where it 's on slippery footing , but",review
63130,for 104 minutes,review
34284,the highs and lows,review
17526,alive in this situation,review
15594,'s on par with the first one,review
14448,Your 20th outing,review
62562,satisfyingly odd and intriguing,review
27306,their parents ' anguish,review
49802,gets a quick release,review
52007,invitingly upbeat overture,review
10714,` we 're - doing-it-for - the-cash ' sequel,review
36088,is a rich stew of longing,review
55268,"is intriguing , provocative stuff .",review
32843,was followed by the bad idea,review
31273,a fair bit,review
52908,a talented director,review
10036,only half-an-hour long,review
1865,"spirals downward ,",review
26259,Nicholson 's understated performance,review
4740,be made by African-Americans because of its broad racial insensitivity towards African-Americans,review
57255,tells this very compelling tale,review
25110,gay coming-of-age tale,review
53209,to be missing,review
2493,many of the little things right,review
591,spooky and subtly,review
52255,have a novel thought in his head,review
19131,far from disappointing,review
84714,"has no respect for laws , political correctness or common decency",review
7656,filming the teeming life on the reefs,review
77702,It 's quite diverting nonsense .,review
37288,"Drama of temptation , salvation and good intentions",review
11242,featured in this film,review
43929,rarely stoops to cheap manipulation or corny conventions to do it,review
36483,"Juliette Binoche 's Sand is vivacious ,",review
73544,of painting this family dynamic for the audience,review
22509,a smile on your face,review
4126,put on by Spader and Gyllenhaal,review
26575,Portuguese master Manoel de Oliviera,review
34832,as a generational signpost,review
76544,Too bad none of it,review
52216,if Lopez 's publicist should share screenwriting credit,review
67943,it had a sense of humor,review
85759,refreshing to see a romance this smart,review
81676,to work from,review
60224,beyond his usual fluttering and stammering,review
41440,to the dead of that day,review
78411,"If you like quirky , odd movies and\/or the ironic",review
5278,none of the visual wit of the previous pictures,review
6709,lull you to sleep,review
78549,"A bittersweet film ,",review
278,for occasional smiles,review
32040,the complexities of the Middle East struggle,review
67628,Mr. Besson is a brand name,review
24376,lost in its midst .,review
29646,in this world more complex,review
28272,... hypnotically dull .,review
77236,Do n't let the subtitles fool you,review
74822,is definitely its screenplay,review
13358,make the formula feel fresh,review
77562,the assassination of John F. Kennedy,review
62281,he took to drink,review
24234,from the bland songs to the colorful but flat drawings,review
36690,the frank humanity,review
64996,"love , communal discord",review
63433,works on no level whatsoever for me,review
21667,is not more,review
4195,skims the fat,review
5222,"knowledge , education , and",review
31176,of The Cherry Orchard,review
6578,with action confined to slo-mo gun firing and random glass-shattering,review
37415,zips along with B-movie verve,review
74064,is marveilleux .,review
38327,the entire franchise,review
61100,"Hollywood , success ,",review
17856,to develop them,review
47179,humorless soap opera,review
15363,Mr. Audiard 's direction,review
10859,the screen to attract and sustain an older crowd,review
83819,value and respect,review
478,less horrifying for it -RRB-,review
27053,a serious exploration,review
84483,has no doubt,review
46624,The film 's messages of tolerance and diversity,review
52155,reduce Blake 's philosophy,review
77499,is not quite the career peak,review
28885,'s a minor treat,review
77680,"-- er , comedy --",review
70185,touched by this movie,review
6728,is that heavyweights Joel Silver and Robert Zemeckis agreed to produce this,review
66084,provide its thrills and extreme emotions,review
80287,"flat-out amusing ,",review
51674,with its heart,review
37711,as Wiseman 's previous studies,review
24583,Palestinian and Israeli children,review
32363,Cletis Tout never becomes the clever crime comedy it thinks it is,review
26149,very interesting and,review
72705,in front of your eyes,review
84064,"they be of nature , of man or of one another",review
15838,"'s simply stupid , irrelevant and deeply , truly ,",review
38041,by some cynical creeps at Revolution Studios and Imagine Entertainment,review
66040,in revisionism whose point,review
41723,have likely wound up a TNT Original,review
22870,If The Man from Elysian Fields is doomed by its smallness,review
60703,evoked in the film,review
62386,allows the film to drag on for nearly three hours,review
81423,during the offbeat musical numbers,review
32513,has a pedigree,review
71665,"Boy oh boy , it 's a howler .",review
77231,of holiday cheer,review
15376,Clyde Barrow 's,review
58745,the editing room,review
58178,box office money that makes Michael Jordan jealous,review
68314,seen to better advantage on cable,review
34172,"I 've never seen or heard anything quite like this film ,",review
77662,"a smoother , more focused",review
62635,makes this a high water mark for this genre .,review
72573,brutally honest documentary,review
63548,is so film-culture,review
40415,9 1\/2 Weeks,review
36605,"Scherfig , who has had a successful career in TV ,",review
17395,'m the One That I Want,review
8029,they 're all naughty,review
44602,could have and should have been deeper,review
60225,his usual fluttering and stammering,review
120,proves that sometimes the dreams of youth should remain just that,review
70774,that something 's horribly wrong,review
45856,from your memory minutes,review
12799,"learn a nonchallenging , life-affirming lesson",review
2920,to review on DVD,review
33216,here bothered to check it twice .,review
69778,", mildly fleshed-out characters",review
13942,the spaceship on the launching pad,review
70329,original and insightful,review
47268,Watch Barbershop again if you 're in need of a Cube fix,review
69206,to squeeze by on Angelina Jolie 's surprising flair for self-deprecating comedy,review
11958,the attraction a movie,review
48096,"vivid , convincing performances",review
64062,it starts to become good,review
25680,a listless climb,review
22890,There 's nothing interesting in Unfaithful whatsoever .,review
59291,", it is more likely to induce sleep than fright .",review
28818,an after school special,review
56299,dishes out a ton of laughs that everyone can enjoy .,review
82243,"a strong-minded viewpoint , or a sense of humor",review
74290,"farts , urine , feces , semen ,",review
3853,trying to make the outrage,review
68910,"gives ample opportunity for large-scale action and suspense ,",review
58604,somewhere along the way K-19 jettisoned some crucial drama .,review
29547,of the work,review
63565,put so much time and energy,review
13251,deliberately lacks irony,review
83814,Jackson and co,review
25246,for a good three days,review
76643,in the spotlight,review
76453,"developers , the Chamber of Commerce , tourism , historical pageants ,",review
41310,against governmental odds,review
4360,-RRB- characters are both overplayed and exaggerated,review
14473,Martin Scorsese 's 168-minute Gangs,review
36287,super - violent,review
50206,director Abdul Malik Abbott and,review
51552,", offering fine acting moments and pungent",review
73019,it feels a bit long,review
82810,would be sleazy and fun,review
25138,elegantly appointed period drama,review
58910,barely gets by on its artistic merits,review
82153,so insanely dysfunctional,review
78611,"a bunch of other , better movies slapped together .",review
44701,are pretty valuable,review
10718,doing-it-for - the-cash,review
4122,on the wonderful acting clinic put on by Spader and Gyllenhaal,review
29935,than finding solutions,review
31367,what 's available is lovely and lovable,review
69116,is rote work and predictable,review
63949,about Extreme Ops,review
37458,Depressingly thin and exhaustingly contrived .,review
82703,"Anne Geddes , John Grisham",review
60155,"that place ,",review
31722,in the way of slapstick sequences,review
72504,illustrated by a winning family story,review
60423,"leave the auditorium feeling dizzy , confused , and totally disorientated",review
66864,frightening and compelling,review
79855,"tremendous , offbeat sense",review
54865,single good film,review
82035,my World War II memories,review
75822,Tiger Beat version,review
3389,", the film 's ice cold",review
13520,"Strong filmmaking requires a clear sense of purpose , and",review
28770,of a yarn,review
77483,it is hard to resist,review
82996,her process of turning pain into art,review
68767,wrecks any chance of the movie rising above similar fare,review
45807,marvelous first 101 minutes,review
21305,to believe in it the most,review
3254,", much better .",review
32978,remarkably faithful one,review
60032,", the mother deer even dies .",review
54773,the succession of blows dumped on Guei,review
55817,Those of you who do n't believe in Santa Claus,review
53134,will turn out,review
82311,of funny movies,review
35677,that with really poor comedic writing,review
34524,on and on and on and on,review
23985,be a shame,review
71618,"she , Janine and Molly",review
61529,one of those art house films,review
49761,beauty to behold,review
80696,significantly different -LRB- and better -RRB- than most films,review
42300,The best of the Pierce Brosnan James Bond,review
11641,boring talking heads,review
833,of his actors,review
70640,worthwhile moviegoing experience,review
61664,the center of that world,review
19456,is one word that best describes this film : honest,review
46944,worth yet another visit,review
21592,for children and dog lovers,review
2009,without placing their parents in a coma-like state,review
33326,that is dark,review
82398,in a one-note performance,review
81821,"completely honest , open-hearted film",review
51637,"in Copmovieland , these two",review
73118,resist his pleas to spare wildlife and respect their environs,review
29354,for successful animated movies,review
55400,would be an understatement,review
5086,enough to make even Jean-Claude Van Damme look good,review
31147,being shown on the projection television screen of a sports bar,review
16620,likely to irk viewers,review
79441,the light-footed enchantment the material needs,review
57763,remarkable achival film,review
16961,"under a truck , preferably a semi",review
32569,is no denying the power of Polanski 's film,review
6707,its dreaminess may lull you to sleep,review
74050,decidedly foul stylings,review
73390,the soggy performances,review
69687,several times here and,review
61202,his surprising discovery of love and humility,review
46642,Steers refreshingly clear,review
67096,succeed in alienating most viewers,review
7424,more harmless pranksters than political activists,review
16492,"difficult , endless work",review
2450,"was essentially ,",review
9618,"the book 's irreverent energy , and scotches most",review
60084,a rain coat shopping,review
6538,involved with moviemaking,review
59079,its visual appeal or its atmosphere,review
15563,a supremely hopeful cautionary tale,review
2353,has finally found the right vent -LRB- accurate,review
62791,"R-rated , road-trip version",review
70193,The film 's strength,review
13747,"Full Frontal ,",review
17553,been lost in the mail,review
4419,"handguns , BMWs and seaside chateaus",review
43290,writer-director Anthony Friedman,review
32294,"terrible , banal dialogue ;",review
63316,My Wife 's plotting is nothing special ;,review
26902,encouraging new direction,review
77323,was fundamentally unknowable,review
29470,a flop with the exception of about six gags,review
49180,'s stylishly directed with verve ...,review
49980,About The Benjamins that 's hard to resist,review
25542,of the book,review
65287,creates an impeccable sense of place,review
36824,good kids and,review
69421,"-- more accurately , it 's moving",review
35535,a skillful filmmaker,review
15352,from any movie with a `` 2 '',review
23650,", we need agile performers",review
22546,'s never dull and,review
8443,Comes across as a fairly weak retooling,review
23346,On the surface a silly comedy,review
2747,some movie formulas,review
80310,the sophomoric and the sublime,review
21121,were torturing each other psychologically and talking about their genitals in public,review
40357,The script was reportedly rewritten a dozen times --,review
58332,'s a pretty mediocre family film .,review
20885,at the French film industry during the German occupation,review
30489,"There is a real subject here , and",review
49025,Kong action film,review
52291,with Jason X.,review
50400,felt like an answer,review
6930,Delivers roughly equal amounts of beautiful movement and inside information .,review
67116,most poorly staged,review
27547,in looking at the comic effects of jealousy,review
78095,"in spite of all that he 's witnessed , remains surprisingly idealistic",review
3376,to explore more,review
60197,Beautiful to watch and holds a certain charm,review
31955,how ` inside ',review
64556,What ` Blade Runner ' would,review
20818,life and love,review
24651,yet also decidedly uncinematic,review
21272,embraced by this gentle comedy,review
38572,around any scenes that might have required genuine acting from Ms. Spears,review
11136,an Alfred Hitchcock movie,review
80519,end up languishing on a shelf somewhere,review
84300,in the crowd,review
3482,thrillers actually thrilled,review
5281,the visual wit,review
23661,Rodan is out of his league,review
23736,at lodging itself in the brain,review
69283,feel much for Damon\/Bourne or his predicament,review
345,'s going on here,review
66895,"14-year-old Robert MacNaughton , 6-year-old Drew Barrymore",review
27555,who ever lived,review
65407,wo n't be disappointed .,review
2355,the right vent -LRB- accurate,review
25994,continues to cut a swathe through mainstream Hollywood,review
43765,this generation 's,review
54535,this engaging and literate psychodrama,review
41404,all are irrelevant to the experience of seeing The Scorpion King .,review
25160,grows boring despite the scenery,review
74212,"-LRB- like , say , Treasure Planet -RRB-",review
54358,merely bad rather than,review
75364,No Such Thing is a big letdown .,review
11815,A cockeyed shot all the way .,review
43248,thanks to great performances,review
45069,springs to life,review
59452,"be about drug dealers , kidnapping , and unsavory folks",review
20886,the French film industry during the German occupation,review
40422,of `` Lolita '',review
46697,"millennial brusqueness and undying , traditional politesse",review
40885,behind The Little Mermaid,review
70188,check your pulse .,review
79592,could use a few good laughs,review
81241,to show up at theatres for it,review
41234,of madness -- and strength,review
60921,Devotees of Star Trek II : The Wrath of Khan,review
56870,", and unforgettable characters",review
1620,of his own coolness,review
21883,is prime escapist fare .,review
40445,"It does n't make for great cinema , but",review
75915,was aiming for,review
44821,the list of movies starring Ice-T in a major role,review
49119,taken from a distance,review
2408,a defiantly retro chord,review
55017,a very good movie,review
77009,"pokes , provokes",review
4397,a political context,review
586,kooky and overeager,review
72732,scale WWII flick,review
68974,whether you 're into rap or not,review
51561,A lack of thesis,review
66411,the talent is undeniable,review
10285,of what he had actually done,review
46505,the high-buffed gloss and high-octane jolts,review
71394,the movie makes two hours feel like four .,review
13874,like she tried,review
12402,at that clever angle,review
21588,delights for adults,review
84722,displays something more important,review
26446,easier to sit through than this hastily dubbed disaster,review
52579,"compassion , sacrifice , and",review
10387,answers all questions,review
38651,The film is way too full of itself,review
70344,death and mind-numbing indifference on the inner-city streets,review
71020,understands the workings of its spirit,review
1971,but a lot,review
1873,utterly incompetent conclusion,review
33338,footage that might have made No Such Thing,review
51123,by its lead,review
14242,A film that 's flawed and brilliant in equal measure .,review
72001,A less-than-thrilling thriller .,review
79981,of its Oscar nomination,review
61215,The film 's thoroughly recycled plot and tiresome jokes,review
34307,-LRB- and literally -RRB-,review
2492,so many of the little things right,review
45847,strained caper movies that 's hardly any fun to watch,review
75401,the marquis -LRB- Auteil -RRB- and,review
67144,", imaginative kid 's movie",review
33684,"inane , humorless and under-inspired .",review
871,"a fascinating , compelling story",review
36875,grab the old lady at the end of my aisle 's walker,review
67685,the film is really getting at,review
63520,in bringing the story of Spider-Man to the big screen,review
4483,something American and European gay movies,review
79077,vibrant with originality,review
25284,"see another car chase , explosion or gunfight",review
35332,"Sensual , funny and , in the end , very touching .",review
54322,is definitely worth seeing,review
20577,anteing up some movie star charisma,review
80900,to hold our attention,review
35495,Anne de Marcken and Marilyn Freeman,review
68132,The only thing I laughed at,review
49884,"brilliant , honest performance",review
51632,"They 're just a couple of cops in Copmovieland , these two",review
1132,a point of view,review
84559,ca n't get no satisfaction without the latter,review
38829,of the camera work,review
38578,required genuine acting,review
16667,an unflappable '50s dignity,review
15063,bad need of major acting lessons and maybe a little coffee,review
51675,"a movie that , quite simply , should n't have been made",review
716,'s a love story as sanguine as its title .,review
83350,Asian landscape painting,review
70615,will gulp down in a frenzy,review
54074,"-- in all its agonizing , Catch-22 glory --",review
28461,A potentially good comic premise,review
3490,sheer goofiness and cameos,review
6848,is trying to go,review
73840,absorbing and unsettling psychological drama,review
23293,from the incongruous but,review
75163,depressed about anything before watching this film,review
71110,the pre-teen crowd,review
5141,an amusing concept,review
62161,he does display an original talent,review
13285,of the Iranian new wave,review
53247,first film 's,review
63469,a coming-of-age story,review
35584,"the film , flaws and",review
51911,director George Hickenlooper 's approach to the material,review
81247,should have been made for the tube .,review
3922,is uniformly superb,review
15303,a sense of his reserved but existential poignancy,review
34458,a middle-aged moviemaker 's,review
33314,amusing from time,review
11669,"most plain , unimaginative",review
10680,to protect your community from the dullest science fiction,review
19441,too little excitement and,review
69201,the men and machines,review
60885,entertainment and evangelical,review
47643,as conventional as a Nike ad,review
19616,you might as well be watching it through a telescope,review
70498,", those farts got to my inner nine-year-old",review
38576,have required genuine acting from Ms. Spears,review
576,the film ` refreshing,review
17230,"showing signs of potential for the sequels ,",review
38963,"unmistakable , easy joie",review
17254,compete for each others ' affections .,review
13651,at bringing off the Hopkins\/Rock collision of acting styles and onscreen personas,review
84953,mildly pleasant outing,review
3522,just saw this movie,review
74678,"ambitious , eager",review
55064,made in the last five years .,review
6965,"Light the candles ,",review
40080,"more than that , it 's a work of enthralling drama",review
50145,a perceptive study,review
36012,a cinephile 's,review
51939,It did n't go straight to video .,review
69323,very moving and revelatory footnote,review
22659,the theater in the first 10 minutes,review
18396,too amateurish and awkward,review
40806,that ... the air-conditioning in the theater,review
33584,of right-thinking ideology,review
39947,it 's going,review
1293,the unsettling images,review
54488,that the human story is pushed to one side,review
72771,this modern mob music drama never fails to fascinate .,review
41868,", their struggle is simply too ludicrous and borderline insulting .",review
28895,come out feeling strangely unsatisfied,review
12420,for the communal film experiences of yesteryear,review
75996,"street gangs and turf wars in 1958 Brooklyn -- stale cliches ,",review
7028,those D.W. Griffith,review
82083,their memorable and resourceful performances,review
27067,A sentimental mess that never,review
73794,George and Lucy 's most obvious differences to ignite sparks,review
29786,"telegraphed pathos ,",review
41610,we have is,review
51975,original American productions,review
72563,the look of this film,review
20082,of `` M,review
46834,ever so gracefully --,review
62853,of the worst films of 2002,review
78328,totally exemplify middle-of-the-road mainstream,review
58132,that owes more to Guy Ritchie than the Bard of Avon,review
3893,original nor terribly funny,review
41250,sustain the film,review
56495,a college-spawned -LRB- Colgate U. -RRB- comedy ensemble known as Broken Lizard,review
35174,"a step further , richer and",review
3431,the right place,review
82081,the whole show,review
7272,with the astonishing revelation,review
78176,aficionados of the whodunit wo n't be disappointed,review
1829,"gets a bit heavy handed with his message at times ,",review
46600,be affected and boring,review
27336,86 minutes of overly-familiar and poorly-constructed comedy,review
34859,Despite the film 's shortcomings,review
83144,as a war criminal,review
72269,` Cherish ',review
8912,of manual animation,review
47656,"If not a home run , then at least",review
76516,surreal ache of mortal awareness emerges a radiant character portrait .,review
26622,This starts off with a 1950 's Doris Day feel,review
66490,Replacing John Carpenter 's stylish tracking shots,review
79694,has a good bark,review
9075,squarely fills the screen .,review
13604,making much of an impression,review
31693,"-LRB- Denis ' -RRB- story becomes a hopeless , unsatisfying muddle",review
30535,Stuart Little 2 manages sweetness largely without stickiness .,review
29603,are unusual .,review
31212,a deficit of flim-flam,review
40352,worthwhile environmental message,review
12114,lets you feel the beat down to your toes,review
63491,goes into becoming a world-class fencer,review
59730,any insights that have n't been thoroughly debated in the media,review
26308,Sylvie Testud is icily brilliant .,review
15310,A genuinely funny ensemble,review
61662,right into the center of that world,review
39812,thought-provoking and even an engaging mystery,review
74492,most vital work,review
28620,Fans will undoubtedly enjoy it,review
16092,Where We Went 8 Movies Ago,review
75642,as you do n't try to look too deep into the story,review
4664,feels as flat as the scruffy sands of its titular community .,review
41246,Sara Sugarman 's whimsical comedy Very Annie-Mary,review
8596,been grossly underestimated,review
65341,"The film has a nearly terminal case of the cutes , and",review
71572,Gere in his dancing shoes,review
7296,with a subscription to ESPN the Magazine,review
14703,to see all year,review
7665,to grown-up fish lovers,review
43455,a reasonably attractive holiday contraption,review
14922,short on larger moralistic consequences,review
16781,plodding teen remake,review
82889,so familiar you might as well be watching a rerun,review
6661,'s a terrible movie in every regard,review
74969,of manners about a brainy prep-school kid with a Mrs. Robinson complex,review
33433,between damaged people,review
66919,that actually has something interesting to say,review
78947,truth and realism,review
57147,in such an,review
4818,seen and debated with appropriate ferocity and thoughtfulness,review
61840,Bound to appeal to women looking for a howlingly trashy time .,review
51859,"narrator , Jewish grandmother and",review
70850,send any shivers,review
84728,The film lapses,review
35967,even a hint,review
73009,have enough emotional resonance or variety of incident,review
40777,", sickening , sidesplitting",review
35295,", Mad Love does n't galvanize its outrage the way , say",review
68966,More of an intriguing curiosity,review
77339,being conned right up to the finale,review
46890,the journey is such a mesmerizing one,review
46549,"use more of : spirit , perception , conviction",review
23924,to take us on his sentimental journey of the heart,review
65594,searching to do,review
77799,begging for attention,review
10302,of urban desperation,review
54239,a verbal duel between two gifted performers,review
66240,A violent initiation rite,review
2846,outweighs all the loss we,review
84435,everything that 's plaguing the human spirit in a relentlessly globalizing world,review
79147,they did the same at home,review
66690,life and loss,review
5885,"of the universal themes , earnest performances",review
53799,", sick sight",review
84668,a bad-movie way,review
19128,"is far from disappointing , offering an original",review
23892,social texture and realism,review
13068,in its attempts to humanize its subject,review
82030,of a child,review
13735,swallow than Julie Taymor 's preposterous Titus,review
36573,make a credible case for reports,review
18700,looks and feels,review
25379,one terrific score and attitude to spare,review
83109,"immensely ambitious , different than anything that 's been done before and",review
21872,a clear passion,review
22477,a more balanced or fair portrayal,review
59370,popped up with more mindless drivel,review
82717,no incredibly outlandish scenery,review
69970,much needed kick,review
73969,actually has a brain,review
47856,predictable plotting and,review
39417,he forgets to make it entertaining,review
46940,under a variety of titles,review
63511,now and again,review
12319,lint in a fat man 's navel,review
731,a relationship and then,review
34986,joys in our lives,review
18551,of the festival in Cannes,review
16385,not well enough,review
51979,yourself remembering this refreshing visit to a Sunshine State,review
19592,It was a dark and stormy night ...,review
40641,retains ambiguities that make it well worth watching,review
9145,a credible account of a puzzling real-life happening,review
72611,that -LRB- Nelson 's -RRB- achievement does n't match his ambition,review
57265,bit from the classics `` Wait Until Dark '',review
78699,be called any kind of masterpiece,review
60986,one of the toughest ages a kid can go through,review
66186,Now he makes them .,review
52017,Poignant Japanese epic about adolescent anomie and heartbreak,review
63612,the only winner,review
79538,The most ill-conceived animated comedy,review
49199,that result in some terrific setpieces,review
11376,to read and follow the action at the same time,review
80107,"'s definitely an improvement on the first Blade ,",review
84738,punchy style promises,review
10794,a surprisingly faithful remake of its chilly predecessor,review
1644,the director 's,review
44976,engaging and exciting,review
27923,nothing on these guys when it comes to scandals,review
7542,the best sports movie,review
60033,the mother deer even dies .,review
82238,in eye-popping visuals,review
2584,over his head,review
34547,part romance novel,review
1396,hooked on the delicious pulpiness of its lurid fiction,review
15760,quite makes it to the boiling point,review
70166,to melt away in the face of the character 's blank-faced optimism,review
18036,Only two-fifths of a satisfying movie experience .,review
1812,an amiable but unfocused bagatelle,review
10780,is less than 90 minutes,review
27971,without the vital comic ingredient of the hilarious writer-director himself,review
79721,the Second World War,review
7954,the imagery in this chiaroscuro of madness and light,review
31308,is definitely a cut above the rest,review
6181,the last days,review
50153,I liked a lot of the smaller scenes .,review
18628,convincingly paints a specifically urban sense of disassociation here .,review
85810,written about those years,review
49618,are great rewards,review
11349,'ll only put you to sleep,review
35550,", '' it 's not .",review
36667,really blow the big one,review
59902,"of comedy , caper thrills and quirky romance",review
37847,guilty about it,review
63579,influenced this girl-meets-girl love story,review
18871,at provincial bourgeois French society,review
72597,from ever reaching the comic heights it obviously desired,review
7454,"Same song , second verse ,",review
78625,during your screening,review
1780,people who owe,review
41131,"loud , bang-the-drum",review
25371,you turn stupid,review
23473,"A lightweight , uneven action comedy",review
76691,so relentlessly harmless,review
55747,comes close to recovering from its demented premise,review
37017,skillful and moving,review
48570,"with flawless amounts of acting , direction , story and pace",review
28374,"beautifully shot , but",review
4167,plays like a 95-minute commercial for NBA properties,review
35151,because A Walk to Remember,review
13958,Hannibal would say,review
50240,"almost recommending it , anyway",review
23209,A fascinating case study of flower-power liberation -- and,review
3007,Britney Spears ' first movie,review
63103,watch Bettany strut his stuff,review
36792,is a small gem,review
77412,that claims so many lives around her,review
54751,"a movie for teens to laugh , groan and hiss at",review
60819,can admire but is difficult to connect with on any deeper level,review
60221,-LRB- Grant -RRB-,review
82340,each and every one of Abagnale 's antics,review
68267,The Widowmaker is a great yarn,review
24523,"Lookin ' for sin ,",review
18358,there are times when the film 's reach exceeds its grasp,review
2382,"Ah , yes",review
35688,hope not .,review
77736,the characters ' -RRB-,review
61061,through on-camera interviews,review
40296,Ca n't Stop The Music .,review
64496,as Brother-Man vs. The Man,review
44244,comes off as only occasionally satirical and never fresh .,review
68479,intentional or not --,review
14581,DeMeo is not without talent ; he just needs better material,review
81735,", smart breath",review
68944,would slip under the waves,review
2349,into Charleston rhythms,review
79505,marked by acute writing and a host of splendid performances .,review
33293,"A culture-clash comedy that ,",review
1435,engaging and unpredictable character pieces,review
70302,four letter words,review
10800,it does elect to head off in its own direction,review
41078,scant place for the viewer,review
37164,find a compelling dramatic means of addressing a complex situation,review
15299,` get ',review
74516,too many contrivances and goofy situations,review
57700,the terrifying angst of the modern working man,review
28613,has been with all the films in the series,review
44304,the rare sequel,review
9478,Their contrast is neither dramatic nor comic,review
22919,would expect .,review
66740,are beside the point here .,review
16136,close to the nadir of the thriller\/horror,review
39829,"love , family and all that",review
19571,"choppy , surface-effect feeling",review
73801,on George 's haplessness and Lucy 's personality tics,review
4362,are both overplayed and exaggerated,review
40424,John Carlen 's script,review
16821,once in a while a,review
69629,the harder that Liman tries to squeeze his story,review
16527,Topics that could make a sailor blush - but lots of laughs,review
17967,for at least three films,review
69885,are as mushy as peas,review
20071,a director so self-possessed,review
73241,", as far as",review
41913,of its characters ' flaws,review
18632,a specifically urban sense of disassociation,review
13199,feels like a prison stretch .,review
9197,bad ' police,review
44694,"Films about loss , grief and recovery",review
40230,is not in and of himself funny,review
21526,but certainly hard to hate .,review
2609,"Some of the computer animation is handsome , and",review
9262,celluloid litmus test,review
1283,sets the tone for a summer of good stuff,review
72432,with such enervating determination in Venice\/Venice,review
20662,its total promise,review
16305,at least four times,review
34688,The most compelling performance of the year,review
11130,Brian DePalma movie,review
12287,"dominated by cold , loud special-effects-laden extravaganzas",review
69481,have potential as a cult film,review
64112,a stand in favor of tradition and warmth,review
52126,boredom to the point,review
19904,surrenders to the illogic of its characters,review
42746,"A beautiful , timeless and universal tale",review
22708,look like Oscar Wilde,review
54723,"Feardotcom 's thrills are all cheap , but they mostly work",review
41996,the time Frank parachutes down onto a moving truck,review
8855,"I 've seen in a while , a meander through worn-out material",review
11475,that we 're all in this together,review
37783,the ensemble players,review
37041,of the play,review
56772,", quasi-Shakespearean portrait",review
61264,Michael Moore 's Bowling for Columbine,review
80963,so many titans of the industry are along for the ride,review
66751,"than a particularly slanted , gay s\/m fantasy",review
21153,only the most hardhearted Scrooge,review
70247,"alternately melancholic , hopeful and",review
23830,one among a multitude of simple-minded,review
14229,"One of the funniest motion pictures of the year , but",review
28015,of a comedian,review
69052,lifeless execution .,review
47104,for a peculiar malaise that renders its tension,review
58945,a missing bike,review
35029,sad and rote exercise,review
49815,'s like dying and going to celluloid heaven,review
3357,"painfully forced ,",review
42923,avant garde director,review
34438,rejection by one 's mother,review
78396,A penetrating glimpse into the tissue-thin ego of the stand-up comic,review
48065,the romantic problems,review
67334,the contemporary single woman,review
38607,"Other than a mildly engaging central romance , Hospital",review
61545,"'s not yet an actress , not quite a singer ...",review
26722,bogs down in genre cliches here,review
71168,dry and forceful,review
75429,lingual and cultural differences,review
7723,all-too-familiar dramatic arc,review
71594,- and triple-crosses,review
20633,a compelling story to tell,review
57983,if the inmates have actually taken over the asylum,review
59751,a TV series,review
74121,a little scattered,review
14126,"stupidity , incoherence and sub-sophomoric",review
6570,", at least it looks pretty",review
8683,an small slice,review
7484,even fans of Sandler 's comic taste may find it uninteresting,review
19712,Scrooge or two,review
19149,each watered down the version of the one before,review
72041,"one , Ms. Mirren",review
33091,"logical , unforced continuation",review
15002,is it .,review
70980,point the way for adventurous Indian filmmakers toward a crossover,review
54763,one Oscar nomination,review
46712,is frequently overwrought and crudely literal,review
16306,What you end up getting,review
77415,so many lives,review
17135,fleet-footed and pleasingly upbeat,review
35757,settle into an undistinguished rhythm of artificial suspense,review
5292,"a sweet , laugh-a-minute crowd pleaser",review
55278,from a lackluster screenplay,review
59553,taking angry potshots,review
51847,"post , pre ,",review
48755,sentimental war movies,review
41179,Maybe Thomas Wolfe was right :,review
74317,'m left slightly disappointed that it did n't,review
4604,have saved this film a world of hurt,review
2949,roiling black-and-white inspires,review
4652,in the air onscreen,review
58459,Starts off witty and sophisticated and,review
1989,The dragons are the real stars of Reign of Fire,review
52194,by Julia Roberts,review
3104,of gags that rely on the strength of their own cleverness,review
50693,in New York and L.A.,review
71800,this Mean Machine,review
26398,have n't laughed that hard in years !,review
38954,'s lots of cute animals and clumsy people,review
191,'s everything you 'd expect -- but nothing more .,review
44556,If swimfan does catch on,review
23298,both a great and a terrible story,review
84163,"of the whole slo-mo , double-pistoled , ballistic-pyrotechnic Hong Kong action aesthetic",review
57105,'s nothing resembling a spine here,review
30521,a new career ahead of him,review
17464,the living hell out of you,review
83663,every bit as imperious as Katzenberg,review
10743,-LRB- Crystal and De Niro -RRB-,review
71978,be dealing with right now in your lives,review
8510,Chai 's structure and pacing,review
7743,of neo-Nazism than a probe into the nature of faith,review
12124,the first installment,review
80973,reopens an interesting controversy and never succumbs to sensationalism,review
53579,with grace and panache,review
52905,engaging and intimate first feature,review
77003,odd and pixilated,review
40067,of Revolution # 9,review
17576,we can enjoy as mild escapism,review
6764,the intoxicating fumes and emotional ghosts of a freshly painted Rembrandt,review
62037,it 's trying to say,review
54209,the Solomonic decision facing Jewish parents in those turbulent times,review
27477,its emotional power,review
