,text,intent_ovr
79237,"of a slightly naughty , just-above-average off - Broadway play",review
37919,Although it tries to be much more,review
77760,At its worst the screenplay is callow,review
38448,", intelligent , and humanly funny film .",review
58809,desire to be liked sometimes,review
10688,is opening today at a theater near you .,review
25947,sick and demented,review
40487,"really , really stupid",review
36712,train of a film,review
51247,not exactly assured in its execution,review
32121,struck a chord,review
75036,choose the Cliff-Notes over reading a full-length classic,review
19855,the hearts of animation enthusiasts of all ages,review
69881,have a showdown,review
18489,Pretty Good Thing,review
17014,'s Hollywood counterparts,review
49535,affable but undernourished,review
47919,"A low-budget affair ,",review
16285,Ladies and Gentlemen,review
55851,seem to be in two different movies,review
51019,out the con and the players,review
80040,turns into an ocean of trouble,review
10384,"knows everything and answers all questions ,",review
471,hell-jaunt purists might like and more experimental in its storytelling,review
28725,on the bizarre as the film winds down,review
49932,a strangely tempting bouquet,review
81346,is Mr. Kilmer 's movie,review
82540,make any sense,review
28142,"crummy , wannabe-hip crime comedy",review
42216,Ace Ventura ' rip-off,review
84521,before getting to the truly good stuff,review
70434,The problematic characters,review
46497,most surprising thing,review
1859,to the size of a house,review
77478,'s as hard to classify as it is hard to resist,review
20795,Bring on the sequel,review
78130,A seriously bad film,review
76871,the wit and hoopla,review
60436,"funny , smart , visually inventive ,",review
74797,"There are some laughs in this movie ,",review
27779,Filmmakers Dana Janklowicz-Mann and Amir Mann area,review
6596,", it ultimately delivers",review
72552,as it stands I,review
7834,a rather frightening examination of modern times,review
75870,sustain interest in his profession,review
13844,-- to its own detriment -- much,review
56210,and some staggeringly boring cinema .,review
37652,"of unsentimental , straightforward text",review
6450,the Average White Band 's `` Pick up the Pieces,review
50472,save Oleander 's uninspired story,review
82167,by real-life events,review
36047,five or six times,review
77652,there is plenty of room for editing,review
17165,to sustain a laugh,review
45802,has really done his subject justice .,review
54370,an after-school TV special,review
22656,want to bolt the theater in the first 10 minutes,review
3494,raises the film above anything Sandler 's been attached to before .,review
74403,especially grateful for freedom,review
73043,a `` SNL '' has-been,review
21530,the disturbingly involving family dysfunctional drama How I Killed My Father,review
36265,"is n't a disaster ,",review
19497,on a boat,review
30218,"A hit - and-miss affair ,",review
52660,it 's good enough to be the purr,review
83115,that 's been done before,review
47841,little grace -LRB- Rifkin 's -RRB- tale of precarious skid-row dignity achieves,review
3516,a ho-hum affair,review
23316,remembered for the 9-11 terrorist attacks,review
68493,you will never forget,review
22647,a few gross-out comedies I 've been trying to forget,review
39045,will be hard pressed to succumb to the call of the wild,review
32978,remarkably faithful one,review
47218,make for completely empty entertainment,review
32212,educates viewers with words and pictures,review
13478,flat as thinking man,review
55485,entertaining and informative,review
24830,1984 uncut version,review
20641,", but also",review
56185,past and uncertain future,review
23134,but dull and ankle-deep ` epic,review
80937,that gets under your skin,review
8348,enjoyable documentary .,review
53711,A muddy psychological thriller rife with miscalculations,review
5376,a powerful sequel and one,review
49309,if it made its original release date last fall,review
79233,are actually movie folk,review
5615,most immediate and most obvious pleasure,review
27496,"until its absurd , contrived , overblown , and entirely implausible finale",review
29953,breaks your heart,review
70268,lulls you into a gentle waking coma .,review
74900,", fearful view",review
63575,seems to have directly influenced this girl-meets-girl love story,review
5932,Bentley and Hudson,review
82339,for each and every one of Abagnale 's antics,review
77490,a model of menacing atmosphere,review
15097,it runs for 170,review
73219,accompanied by the sketchiest of captions,review
46502,are actually releasing it into theaters,review
65272,of Chabrol 's most intense psychological mysteries,review
27159,makes a feature debut that is fully formed and remarkably assured .,review
28209,sustain a reasonable degree of suspense,review
60235,recognize it and deal with it,review
70653,"'s not a bad premise , just a bad movie",review
56955,"Then , miracle of miracles , the movie does a flip-flop",review
29177,other trouble-in-the-ghetto flicks,review
37674,Smith finds amusing juxtapositions that justify his exercise .,review
5827,groupie\/scholar Peter Bogdanovich,review
76472,seriousness and quality,review
50163,recreating it an in an African idiom,review
3698,John Carpenter 's,review
45073,its political edge,review
10448,romp of a film .,review
26446,easier to sit through than this hastily dubbed disaster,review
61285,with inventive cinematic tricks and an ironically killer soundtrack,review
64889,been ` it 's just a kids ' flick,review
42839,always a narratively cohesive one .,review
76189,It 's a scorcher .,review
30585,New York intelligentsia,review
60915,"any viewer , young or old",review
85564,Santa Clause 2 ' is wondrously creative .,review
49331,that could be any flatter,review
50793,Smothered by its own solemnity .,review
19216,matter how much he runs around and acts like a doofus,review
61822,", natural acting",review
58387,Some motion pictures,review
42277,`` A Walk to Remember '',review
2426,the heart as well as the mind,review
47623,the travails of metropolitan life,review
632,a particularly dark moment,review
6301,Its initial excitement,review
1875,is a children 's film in the truest sense .,review
34663,the surface attractions,review
52605,Blood Work proves,review
78432,is a fascinating little tale .,review
18125,that steal your heart away,review
44116,", lifeless , meandering , loud , painful , obnoxious",review
5904,a stand up and,review
22384,"Clockstoppers , a sci-fi",review
38293,", but it 's great cinematic polemic",review
49464,a transition is a common tenet in the world 's religions,review
35255,difficult for the audience,review
28965,"one big laugh ,",review
85891,its parade of almost perpetually wasted characters,review
7637,but only among those who are drying out from spring break,review
51212,the fire burns out,review
76320,engaging and moving portrait,review
20427,squad car pile-ups,review
51773,"and , in the end ,",review
28935,have found in almost all of his previous works,review
12718,an oddly winning portrayal of one of life 's ultimate losers,review
72405,", ' I feel better already .",review
1331,of a screwed-up man who dared to mess with some powerful people,review
68161,With ` Bowling for Columbine,review
24522,"Lookin ' for sin , American-style ?",review
31892,"some idea of the glum , numb experience of watching O Fantasma",review
18036,Only two-fifths of a satisfying movie experience .,review
45776,it 's The Days Of Our Lives,review
14948,those rare remakes,review
53157,the sparse instances of humor,review
6128,Writer and director Otar Iosseliani 's,review
32616,seems twice as long,review
33740,intelligence or invention,review
11404,has n't much more to serve than silly fluff,review
20482,a gangster flick,review
47317,has decided to stand still,review
47092,the great minds of our times,review
42560,with a persecuted `` other,review
11699,crystallize key plot moments,review
41219,no other reason why anyone should bother remembering it,review
29705,spangle of Monsoon Wedding in Late Marriage,review
26812,a chafing inner loneliness and desperate grandiosity that tend to characterize puberty,review
28962,"one big laugh , three or four mild giggles",review
81499,is n't world championship material,review
43882,"are you wo n't , either",review
61511,that first-time writer-director Neil Burger follows up with,review
59746,feels more like the pilot episode of a TV series,review
53788,content to dog-paddle in the mediocre end of the pool,review
18973,the entire family and,review
21574,Those eternally devoted to the insanity of Black,review
65792,the way Adam Sandler 's,review
17315,` life affirming ',review
33108,dispense the same advice to film directors,review
24373,and more about that man,review
60542,perpetrated by The Importance of Being Earnest,review
19785,shaped by the most random of chances,review
11604,good guys and bad,review
51479,its sob-story trappings,review
47834,An overwrought Taiwanese soaper about three people and their mixed-up relationship,review
70104,shining a not particularly flattering spotlight,review
7559,start writing screenplays,review
14179,", then Triple X marks the spot .",review
64337,feels like a spectator and not a participant,review
27840,stays with you long after you have left the theatre,review
54308,"The script boasts some tart TV-insider humor , but",review
2255,A film that plays things so nice,review
30329,the movie tells,review
39938,is too crazy,review
11124,rates as an exceptional thriller .,review
84115,the magnificent swooping aerial shots are breathtaking,review
66758,"mildly entertaining , inoffensive fluff",review
54255,is n't really about anything .,review
21107,delight in the images,review
62200,at least a decent attempt,review
7196,sophisticated intrigue and human-scale characters,review
14661,too much about what 's going on,review
31071,is terrific as both men,review
41710,"thoughtful , visually graceful",review
7417,of the Baader-Meinhof Gang,review
24099,"a solid , anguished performance",review
32003,of how horrible we are to ourselves and each other,review
70224,spiced with the intrigue of academic skullduggery and politics .,review
5237,by Vincent R. Nebrida,review
83738,a remarkably cohesive whole,review
36447,Starts out with tremendous promise,review
81505,bright and flashy,review
5354,occasionally fun enough to make you,review
14497,"the cultural and economic subtext ,",review
14908,Jeffrey Tambor 's performance as the intelligent jazz-playing exterminator,review
81430,like Divine Secrets of the Ya-Ya Sisterhood,review
15595,on par with the first one,review
45795,gets an exhilarating new interpretation in Morvern Callar .,review
42044,"so insanely stupid , so awful",review
57945,weaned on the comedy of Tom Green and the Farrelly Brothers,review
67642,Simultaneously heartbreakingly beautiful and exquisitely sad .,review
85912,interesting racial tension,review
55375,'s not life-affirming -- its vulgar and mean,review
27687,own tortured psyche,review
58337,while his characters are acting horribly,review
31190,prima donna Floria Tosca,review
42714,bearing the Paramount imprint,review
80052,is n't much to it .,review
1328,A thoughtful and surprisingly affecting portrait,review
12316,accumulate like lint in a fat man 's navel .,review
14305,came at the expense of seeing justice served,review
72808,52 different versions,review
28676,in to its community,review
75803,All or Nothing,review
8484,an uneasy marriage,review
9919,sympathize with another character,review
9621,the book 's irreverent energy,review
58890,rock-solid little genre picture,review
69273,for Chris Cooper 's agency boss close,review
37097,a cultist 's,review
34350,moody male hustler,review
60469,manages for but a few seconds,review
1307,achieving some honest insight into relationships,review
18621,with the stage versions,review
23980,"Any Chekhov is better than no Chekhov ,",review
17844,the worst of tragedies can be fertile sources of humor,review
82177,as unusually and unimpressively fussy,review
60313,painfully aware of their not-being,review
48996,"Simplistic , silly and tedious",review
42258,", forgiveness and love",review
11443,who the hell cares,review
7071,all is said and done,review
78410,back 20 years,review
3054,comedy to start a reaction,review
66379,the cute frissons,review
33463,a new threat,review
46020,few raw nerves,review
19643,", seem downright Hitchcockian",review
12938,-LRB- and beautifully edited -RRB-,review
35039,that shockingly manages to be even worse than its title,review
24937,Lilo & Stitch,review
32358,warmth and gentle,review
1096,"art , ethics",review
59481,But Death to Smoochy keeps firing until the bitter end .,review
35345,a simple message,review
36035,it does take 3 hours to get through,review
70642,Will you go ape over this movie ?,review
55408,goofily endearing and well-lensed gorefest,review
65542,who vaguely resemble their celebrity parents,review
20591,negotiate the movie 's darker turns,review
30839,muster just figuring out who 's who,review
27739,certainly clever in spots,review
27610,you 'll be rewarded with some fine acting .,review
70467,a romantic comedy plotline,review
23835,a fudged opportunity of gigantic proportions,review
68972,A worthwhile documentary,review
27461,The jokes are sophomoric,review
82613,"he has no character , loveable or otherwise",review
68232,that 's scarcely a surprise by the time,review
15850,protect each other,review
78737,to be mesmerised,review
53364,let alone conscious of each other 's existence .,review
36762,the Bard 's immortal,review
15289,exceptional lead performances,review
38150,"as an emotionally accessible , almost mystical work",review
20802,the crime lord 's messianic bent,review
3677,sci-fi drama that takes itself all too seriously .,review
36495,Howard 's appreciation of Brown and his writing,review
78596,"overall feelings , broader ideas ,",review
53052,stagy and stilted,review
40887,produced sparkling retina candy,review
18059,is little else to recommend `` Never Again,review
40181,"'' were , what `` they '' looked like",review
57525,dodge this one,review
40714,"Dickens ' wonderfully sprawling soap opera ,",review
26261,It 's just that it 's so not-at-all-good .,review
13980,at being the ultra-violent gangster wannabe,review
49687,without reminding audiences that it 's only a movie,review
10835,a movie ever could be,review
79227,allows us to forget that they are actually movie folk,review
11669,"most plain , unimaginative",review
81955,ever spill from a projector 's lens,review
37161,Joseph Cedar 's,review
37124,does n't work because there is no foundation for it,review
34405,protagonist Genevieve LePlouff,review
56699,to make a point with poetic imagery,review
77744,to confront it,review
55543,this is not a movie about an inhuman monster,review
41298,'ll enjoy at least the `` real '' portions of the film,review
27655,for a year,review
20095,"makes for perfectly acceptable , occasionally very enjoyable children 's entertainment",review
75498,", it 's still a guilty pleasure to watch .",review
33056,what little Lilo & Stitch had in,review
31575,uses a totally unnecessary prologue,review
24041,define a generation,review
36016,Going to this movie is a little like chewing whale blubber,review
48957,and languorous slo-mo sequences,review
54007,would n't make Trouble,review
18684,become very involved in the proceedings,review
63981,his first directorial effort,review
21437,a 60-second homage,review
3497,the film above anything Sandler,review
85710,about its titular,review
47473,", this is even better than The Fellowship .",review
67310,being ` naturalistic ' rather than carefully lit and set up,review
58402,"is the phenomenal , water-born cinematography by David Hennings",review
69857,"somewhere between Sling Blade and South of Heaven , West of Hell",review
51121,despite some first-rate performances,review
3485,The otherwise good-naturedness of Mr. Deeds,review
38241,"It desperately wants to be a wacky , screwball comedy ,",review
54522,This rough trade Punch-and-Judy act,review
59696,true story or,review
73953,"unusual , even nutty",review
66984,which leaves any true emotional connection or identification frustratingly out of reach,review
70949,I 'm not even a fan of the genre,review
14683,funny and human and really pretty damned wonderful,review
52639,places you have n't been,review
29152,neglects to add the magic that made it all work,review
47615,come to term an `` ambitious failure,review
20167,into a spiritual aspect of their characters ' suffering,review
26993,delivered in grand passion by the members of the various households .,review
75783,into the proceedings at every turn,review
26513,a research paper,review
81878,involve precocious kids getting the better of obnoxious adults,review
54919,"crossing-over mumbo jumbo ,",review
62548,"kiddie entertainment , sophisticated wit and",review
18203,admittedly problematic in its narrative specifics,review
29461,wonderfully warm human drama,review
3680,that takes itself all too seriously,review
47389,a haunting sense of malaise,review
81609,that interweaves individual stories,review
36048,or six times,review
7253,witness the conflict,review
10536,resembles the el cheapo margaritas served within,review
4920,able to visualize schizophrenia,review
77681,"er , comedy --",review
21517,those moments where it 's supposed to feel funny and light,review
31126,its easily dismissive,review
41779,Disney 's strong sense of formula,review
1632,the weight of the world on his shoulders,review
51119,sit through -- despite some first-rate performances,review
62303,has the stomach-knotting suspense of a legal thriller,review
55834,raffish charm and piercing intellect,review
17271,compelling film .,review
27860,go for movie theaters,review
59399,to behold in its sparkling beauty,review
42664,is filled with deja vu moments .,review
65162,love 's power to help people endure almost unimaginable horror,review
3447,a surgeon mends a broken heart ;,review
43486,"misguided , and ill-informed",review
64981,DeNiro 's once promising career and the once grand Long Beach boardwalk,review
77094,liked about it,review
15353,any movie with a `` 2 '',review
32063,Marvelously entertaining and,review
13658,and onscreen personas,review
11692,with Kafka-inspired philosophy,review
45125,is mostly a bore,review
10886,the conventional science-fiction elements,review
27815,for perpetrating Patch Adams,review
19255,finest non-Bondish performance,review
939,"comprehensible as any Dummies guide , something",review
23940,will be well worth your time,review
18383,at the beach,review
19527,"in drama , suspense , revenge , and romance",review
10325,the rest of `` Dragonfly,review
29930,'s -RRB- better at fingering problems than finding solutions .,review
1576,focusing on eccentricity,review
3392,A non-mystery mystery .,review
14918,is long on glamour and short on larger moralistic consequences,review
63949,about Extreme Ops,review
4257,are the scenes of Jia with his family,review
16803,finds itself in reduced circumstances,review
60106,will keep coming,review
23686,is also as unoriginal,review
35123,and simple manner,review
12554,about young Brooklyn hoods,review
38214,needs more filmmakers,review
21807,"too loud , too goofy and too short of an attention span",review
14943,does not become one of those rare remakes to eclipse the original,review
68130,catch this IMAX offering,review
54806,Lane and Gere,review
8636,helped change a nation,review
12526,inspiring or insightful,review
21864,good -LRB- successful -RRB-,review
37743,make you laugh,review
34603,'s just a sad aristocrat in tattered finery,review
65589,one of the characters has some serious soul searching to do,review
44325,"'s funny , touching , dramatically forceful , and beautifully shot .",review
16418,'s because relatively nothing happens .,review
50085,by someone who obviously knows nothing about crime,review
9431,handled with such sensitivity,review
66994,"Drug abuse , infidelity and death are n't usually comedy fare",review
23729,purposefully reductive movie,review
53276,'s not particularly subtle,review
57432,'s as good as you remember .,review
22678,the director does next,review
42975,beautifully detailed performances by all of the actors,review
13707,"no problem with `` difficult '' movies , or",review
51692,on its soundtrack,review
18442,affecting at times,review
58258,A coming-of-age tale,review
2802,the franchise 's best years,review
47910,as subtle and,review
10455,in the worst elements of all of them,review
39142,an outline for a '70s exploitation picture,review
2790,"After the first 10 minutes , which is worth seeing",review
35254,as difficult for the audience,review
58762,MY LITTLE EYE,review
62796,flows as naturally as Jolie 's hideous yellow ` do,review
72770,", this modern mob music drama never fails to fascinate .",review
67158,of His best-known creation,review
58557,"numerous , world-renowned filmmakers",review
47660,"run , then",review
32215,while entertaining them,review
26250,the film sits with square conviction,review
65261,until the slowest viewer grasps it,review
14591,a convolution of language,review
73924,a heartfelt romance for teenagers,review
38733,of your time,review
8356,of what 's going on with young TV actors,review
82463,"turns pretentious , fascinating , ludicrous , provocative and vainglorious",review
43265,in the mud than a worthwhile glimpse of independent-community guiding lights,review
72233,four primary actors,review
33302,the discomfort and embarrassment,review
85122,get into heaven by sending the audience straight to hell,review
43443,an unabashed sense of good old-fashioned escapism,review
14158,see the world of our making .,review
902,as wonderful on the big screen,review
76361,returns the martial arts master to top form,review
25330,much more ordinary,review
59040,caring for animals and respecting other cultures,review
11171,could have been pulled from a tear-stained vintage Shirley Temple script .,review
27151,and action sequences,review
45055,Could as easily have been called ` Under Siege 3,review
17726,a bit melodramatic,review
5777,'s mostly a pleasure to watch .,review
62394,homogenized and a bit contrived,review
63473,"does n't try to surprise us with plot twists , but",review
31956,` inside ',review
47022,"Enough is not a bad movie , just mediocre .",review
77485,"A finely tuned mood piece , a model of menacing atmosphere .",review
52,deceit and murder,review
32800,be perfectly happy with the sloppy slapstick comedy,review
48841,A surprisingly funny movie,review
76648,"of hard , cold effect",review
27434,discloses almost nothing,review
73079,writer-director Roger Avary,review
12284,Watching E.T now,review
56195,which somehow snagged an Oscar nomination,review
32052,", he 's a charismatic charmer likely to seduce and conquer .",review
14161,of our making,review
37244,is n't heated properly,review
14576,is more in love,review
770,of a film that are still looking for a common through-line,review
70958,an extended dialogue exercise,review
36030,takes time to enjoy,review
44239,to be daring and original,review
11179,vintage Shirley Temple script,review
56175,"forced drama in this wildly uneven movie ,",review
50680,ponderous and charmless,review
59162,belt out `` When you 're a Jet,review
57243,of the entire effort,review
25356,what should seem impossible,review
33090,"the logical , unforced continuation",review
4506,help -- or,review
77408,retrieve her husband,review
29428,this strange scenario,review
24568,"work about impossible , irrevocable choices and the price of making them",review
18300,"if minor ,",review
82559,"captures the intended , er , spirit of the piece",review
15026,set it apart from other Deep South stories,review
84545,", imagination and insight",review
7739,a spirit that can not be denied,review
4357,"-LRB- Carvey 's -RRB- characters are both overplayed and exaggerated ,",review
52193,in by Julia Roberts,review
54081,even if they spend years trying to comprehend it,review
67114,most poorly staged and lit,review
5102,this is the opposite of a truly magical movie .,review
78122,"deceptively simple , deeply satisfying",review
14900,as an Iraqi factory poised to receive a UN inspector,review
60440,filmed the opera exactly,review
53873,"lends the ending an extraordinary poignancy , and the story",review
42378,"did in Analyze This , not even Joe Viterelli",review
48554,characterized as robotic sentiment,review
37270,Shot like a postcard,review
7186,Tattoo borrows heavily from both Seven and The Silence of the Lambs,review
85560,with my sisters,review
65534,one has nothing else to watch,review
56273,"most importantly ,",review
68607,the awful complications of one,review
26480,Watching these two actors play,review
44309,enough to stave off doldrums,review
51572,to go in knowing full well what 's going to happen,review
35632,Such a premise,review
14206,a warmth that is n't faked,review
48723,Boasts enough funny,review
43035,want to live their lives,review
66281,"is suspenseful and ultimately unpredictable , with a sterling ensemble cast",review
42449,sentimentalizing it or,review
31124,Much like its easily dismissive,review
68387,falls about ten feet onto his head,review
7957,of madness and light,review
45642,presents Schwarzenegger as a tragic figure,review
28264,"recently said ,",review
23762,plain silly .,review
83098,by all too clever complexity,review
71536,", I mean ,",review
78005,far more interested in gross-out humor,review
10248,to see it then,review
14130,the awkward interplay and utter lack of chemistry between Chan and Hewitt,review
51681,have been made,review
12427,"inability to stand in for true , lived experience",review
73174,than `` Memento,review
69150,white-knuckled and unable to look away,review
4723,better after Foster leaves that little room .,review
57828,Pasach ` ke Burstein,review
85062,ties it together with efficiency and an affection for the period,review
40106,a tenacious demonstration,review
58933,his admittedly broad shoulders,review
82778,that solid acting can do for a movie,review
71748,of delicate interpersonal,review
67240,", buzz , blab and money",review
38227,Sommers 's title-bout features,review
37466,a clutch of lively songs for deft punctuation,review
9565,a good deal funnier than his original,review
62060,of disparate funny moments of no real consequence,review
20912,at the dollar theatres,review
26950,is n't as sharp or as fresh,review
53003,of living a dysfunctionally privileged lifestyle,review
46201,Another useless recycling,review
71685,One of the most genuinely sweet films,review
69764,comes out of nowhere substituting mayhem for suspense,review
70768,a changing world,review
28286,shared by the nation at their sacrifice,review
83833,suitable for a matinee,review
26312,"The effort is sincere and the results are honest ,",review
64040,be the movie 's most admirable quality,review
51303,Jesse Raphael atmosphere,review
2801,the franchise 's best years are long past,review
24885,intoxicating atmosphere and,review
3862,` Memento ',review
68037,'s not the least of Afghan tragedies,review
71092,living under a rock,review
56614,truly frightening situation,review
81812,youthful affluence not as a lost ideal but a starting point,review
73346,of a stray barrel,review
35851,of important developments of the computer industry,review
18378,of metaphorical readings,review
25075,of deep feeling,review
27694,sit through crap like this,review
67666,that it plays like the standard made-for-TV movie,review
48292,deferred and desire,review
35570,'s a testament to De Niro and director Michael Caton-Jones,review
78219,gotten him into film school in the first place,review
12983,ends up more like The Adventures of Ford Fairlane,review
25600,albeit one made by the smartest kids in class,review
7214,becomes predictably conventional,review
21383,daft by half ... but,review
40923,"Friday the 13th by way of Clean and Sober ,",review
40108,The warnings to resist temptation in this film,review
77728,will probably like it .,review
29833,into some powerful emotions,review
13309,to surrealism and black comedy,review
47723,the darkest variety,review
15537,if his life-altering experiences made him bitter and less mature,review
19842,as the 19th-century ones,review
43145,these Russo guys,review
61744,"canny , derivative , wildly gruesome",review
20583,it to sell us on this twisted love story,review
26288,that incorporates rotoscope animation for no apparent reason except,review
64068,engrossing Iranian film,review
80058,all the bad things in the world \/,review
32815,made infinitely more wrenching,review
52493,Third time 's,review
12077,loses its ability to shock and amaze .,review
33461,creates a new threat for the MIB,review
52194,by Julia Roberts,review
24016,this silly little puddle,review
8980,of the saccharine,review
63356,the bullets stop flying,review
23429,there is no sense,review
43697,blood and disintegrating vampire cadavers,review
79348,"forty , female and single",review
53707,there 's stuff here to like,review
27612,'ll be rewarded with some fine acting,review
4215,who suffers through this film,review
77428,Black Hawk Down and We,review
19263,sentimentality and annoying,review
4036,this one got to me .,review
50493,hands out awards,review
48680,"two fine actors , Morgan Freeman and Ashley Judd",review
13434,need of some trims,review
40837,between Yosuke and Saeko,review
5917,"the parade of veteran painters , confounded dealers ,",review
39495,as the novel on which it 's based,review
28885,'s a minor treat,review
72419,do n't have kids borrow some,review
83424,"madness , not",review
44654,A film in a class with Spike Lee 's masterful,review
40403,quite good at providing some good old fashioned spooks,review
3227,In comparison to his earlier films,review
500,tackled a meaty subject,review
74378,direct-to-video ' release,review
56156,avoiding eye contact,review
17200,face your fears,review
36985,-LRB- Solondz 's -RRB- cool compassion,review
17122,undeniably intriguing film,review
70113,that was hard for me to warm up to,review
58980,"The slapstick is labored , and the bigger setpieces flat",review
68336,The acting is fine,review
2719,in his earlier film,review
29315,"the movie 's sentimental , hypocritical lessons",review
61184,dry humor and,review
20545,if they had periods,review
8593,the intelligence of gay audiences,review
20736,is why I have given it a one-star rating .,review
66603,action\/comedy buddy movie,review
47862,the story at hand,review
43718,quite out of ripe,review
82897,We 've liked Klein 's other work,review
35937,for Ambrose 's performance,review
66211,sensuous and spirited,review
73245,"w British comedy , circa 1960 ,",review
13631,North Korea 's,review
61759,You 'd think by now,review
83792,The Master of Disguise 24\/7,review
26399,have n't laughed that hard in years,review
39883,"a gorgeous film - vivid with color , music and life",review
79302,the hearts and minds of the five principals,review
63046,worth the trip to the theatre,review
79088,tawdry B-movie scum,review
2845,one woman 's,review
38051,there surrender $ 9,review
84570,in Ordinary People,review
3673,turns that occasionally,review
56183,his inescapable past and uncertain future,review
269,preach exclusively to the converted,review
40089,a collision between tawdry B-movie flamboyance and grandiose spiritual anomie,review
41156,"almost enough chuckles for a three-minute sketch , and",review
64003,"a retooled genre piece , the tale of a guy",review
6949,valiant effort to understand everyone 's point of view,review
30109,the story to actually give them life,review
21897,that happens to have Jackie Chan in it,review
75022,its own importance,review
40211,tell a story worth caring about,review
37377,'s plenty to impress about E.T.,review
2622,overall the film never rises above mediocrity,review
55094,see strange young guys,review
8462,"the unthinkable , the unacceptable , the unmentionable",review
30840,figuring out who 's who,review
31191,donna Floria Tosca,review
811,"unsettling , memorable cinematic experience",review
27001,A coming-of-age film,review
80343,"A chilly , remote , emotionally distant piece",review
15943,discouraging to let slide,review
22640,squabbling working-class spouses,review
43893,An exhilarating serving of movie fluff,review
59469,uninspired philosophical epiphany,review
78648,"deadpan cool , wry humor and",review
39174,South Seas islanders,review
56541,"clumsy dialogue ,",review
15277,Hartley 's least accessible screed,review
51947,becomes just another voyeuristic spectacle,review
81402,discount its ability,review
2864,Festers in just such a dungpile that you 'd swear you,review
9003,be incomprehensible to moviegoers not already clad in basic black,review
59243,to easy feel-good sentiments,review
14477,I was entranced .,review
27511,of Ron Howard 's Apollo 13 in the IMAX format,review
82212,fast-moving and cheerfully simplistic,review
34904,pull his head out of his butt,review
40405,providing some good old fashioned spooks,review
34483,is n't especially realistic,review
13342,keep things interesting,review
22849,challenged getting their fair shot in the movie business,review
83606,Takes you by the face,review
44741,fails to keep it up and,review
45273,Hugh Grant 's,review
13484,this summer 's,review
28563,the picture is in trouble,review
11418,"of the film 's creepy , scary effectiveness",review
15627,spouting French malapropisms,review
17372,of love 's brief moment,review
67307,so grainy and rough,review
85486,"from Bill Plympton , the animation master ,",review
31378,bad at a fraction the budget,review
69309,`` Solaris '',review
81087,the problems of fledgling democracies,review
15741,most of its ilk,review
54133,a more ambitious movie,review
86054,Definitely in the guilty pleasure B-movie category,review
36681,of authentically impulsive humor,review
29958,on any number of levels,review
15535,whiny and defensive,review
666,", is still good fun .",review
10377,a really cool bit --,review
69895,Witty dialog between realistic characters,review
37163,to find a compelling dramatic means of addressing a complex situation,review
1457,is silly beyond comprehension,review
5986,refreshingly forthright one,review
83471,lost the politics and the social observation and,review
26346,heightened by current world events,review
64731,small ... with considerable aplomb,review
76799,might go down as one of the all-time great apocalypse movies .,review
54628,very stilted in its dialogue,review
12731,seems fresh and vital .,review
67415,'s a good film,review
26492,that can be said about the new Rob Schneider vehicle,review
80772,", truths emerge .",review
59772,cash above credibility,review
57133,to try any genre and,review
81304,sustained through the surprisingly somber conclusion,review
23860,here of a director enjoying himself immensely,review
25186,seem like something to endure instead of enjoy,review
18352,bother watching past the second commercial break,review
25380,one terrific score and,review
12130,a highly gifted 12-year-old,review
19581,sumptuous ocean visuals,review
68650,had ever made a movie about a vampire,review
18487,The Next Pretty Good Thing,review
64475,had from films crammed with movie references,review
26767,to cause his audience an epiphany,review
4726,leaves that little room,review
38141,something wholly original,review
10507,'s a conundrum not,review
30201,The Sum Of All Fears '',review
21473,Benigni 's Pinocchio,review
15227,Starts out strongly,review
53048,Dense and enigmatic ... elusive ... stagy and stilted,review
55913,predictable romantic comedy,review
51367,is a fierce dance of destruction,review
41288,'s fitfully funny but never really takes off,review
72799,A worthy addition,review
2929,Despite some visual virtues,review
832,all of his actors,review
23277,a trail of outrageous force and craven concealment,review
77716,"to the spare , unchecked heartache of Yasujiro Ozu",review
43746,"are tops ,",review
79206,strands his superb performers in the same old story,review
36570,"wishing , though",review
25584,new to see,review
65382,how to win the battle,review
46144,"mysterious , sensual , emotionally intense , and",review
63477,to surprise us with plot twists,review
50364,that the strain is all too evident,review
79640,be another man 's garbage,review
6749,"is lost , leaving the character of Critical Jim two-dimensional and pointless",review
28823,"suffers from a simplistic narrative and a pat , fairy-tale conclusion .",review
50624,another fabuleux destin,review
39661,across America 's winter movie screens,review
51630,reasonably good time,review
41432,"Both an admirable reconstruction of terrible events , and a fitting",review
6336,viewed and treasured for its extraordinary intelligence and originality,review
74620,greatly enhances the quality of Neil Burger 's impressive fake documentary .,review
10905,Blue Crush is as predictable as the tides .,review
48192,"Holm does his sly , intricate magic ,",review
6161,as the worst kind of hubristic folly,review
16022,The film was n't preachy,review
1468,Sleek and arty,review
22272,Not everything in this ambitious comic escapade,review
53143,Jason X ... look positively Shakesperean by comparison,review
49649,", Blair and Posey",review
37673,desperate violinist wife,review
48105,using an omniscient voice-over narrator,review
46904,that the less charitable might describe as a castrated,review
79929,just as many,review
5062,a heavy dose,review
7775,just enough insight to keep it from being simpleminded,review
12229,Slim travel incognito,review
29729,"takes a classic story , casts attractive and talented actors and",review
63118,-LRB- and frustrating -RRB- thing,review
7713,The movie is loaded with good intentions,review
12497,it was co-written by Mattel executives and lobbyists for the tinsel industry,review
13957,As Hannibal would say,review
